start_second,duration,coverage_count,programs,match_url,transcript
224,172,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/224/end/396,"THAT IS I THINK -- >> GOOD EVENING FROM THE UNIVERSITY OF NEVADA LAS VEGAS. I'M CHRIS WALLACE OF FOX NEWS. I WELCOME YOU TO THE THIRD AND FINAL OF THE 2016 PRESIDENTIAL DEBATES BETWEEN IS SECRETARY OF J. TRUMP. THIS DEBATE SPONSORED BY THE COMMISSION ON PRESIDENTIAL DEBATES, THE COMMISSION HAS DESIGNED THE FORMAT. SIX ROUGHLY 15-MINUTE SEGMENTS WITH TWO-MINUTE ANSWERS THEN OPEN DISCUSSION FOR THE REST OF EACH SEGMENT. BOTH CAMPAIGNS HAVE AGREED TO THOSE RULES. FOR THE RECORD, I DECIDED THE TOPICS AND THE QUESTIONS IN EACH TOPIC, NONE OF THOSE QUESTIONS HAS BEEN SHARED WITH THE COMMISSION OR THE TWO CANDIDATES. THE AUDIENCE HERE IN THE HALL HAS PROMISED TO REMAIN SILENCE NO CHOOSE, BOOS OR OTHER INTERRUPTIONS SO WE AND YOU CAN FOCUS ON WHAT THE CANDIDATES HAVE TO SAY. NO NOISE, EXCEPT RIGHT NOW AS WE WELCOME THE DEMOCRATIC NOMINEE FOR PRESIDENT SECRETARY CLINTON AND THE REPUBLICAN NOMINEE FOR PRESIDENT MR. TRUMP. [ Applause ] SECRETARY CLINTON, MR. TRUMP. WELCOME. LET'S GET RIGHT TO IT. THE FIRST TOP SICK THE SUPREME COURT. YOU BOTH TALKED BRIEFLY ABOUT THE COURT IN THE LAST DEBATE BUT I WANT TO DRILL DOWN ON THIS BECAUSE THE NEXT PRESIDENT WILL ALMOST CERTAINLY HAVE AT LEAST ONE APPOINTMENT AND LIKELY OR POSSIBLY TWO OR THREE APPOINTMENTS WHICH MEANS THAT YOU WILL IN EFFECT DETERMINE THE BALANCE OF THE COURT FOR WHAT COULD BE THE NEXT QUARTER CENTURY. FIRST OF ALL, WHERE YOU WANT TO SEE THE COURT TAKE THE COUNTRY AND SECONDLY, WHAT'S YOUR VIEW ON HOW THE CONSTITUTION SHOULD BE INTERPRETED. IS IT JUST WORDS OR IS IT A LIVING DOCUMENT TO BE APPLIED FLEXIBLY ACCORDING TO CHANGING CIRCUMSTANCES, IN THIS SEGMENT, SECRETARY CLINTON YOU GO FIRST, YOU HAVE TWO MINUTES. >> THANK YOU VERY MUCH, CHRIS, THANKS TO UNLV FOR HOSTING US. YOU KNOW, I THINK REALLY RACES THE CENTRAL ISSUE IN THIS ELECTION, WHAT KIND OF COUNTRY ARE WE GOING TO BE. WHAT KIND OF OPPORTUNITIES WILL WE PROVIDE FOR OUR CITIZENS, WHAT KIND OF RIGHTS WILL AMERICANS HAVE. AND I FEEL STRONGLY THAT THE SUPREME COURT NEEDS TO STAND ON THE SIDE OF THE AMERICAN PEOPLE, NOT ON THE SIDE OF THE POWERFUL CORPORATIONS AND THE WEALTHY. FOR ME, THAT MEANS THAT WE NEED A SUPREME COURT THAT WILL STAND UP ON BEHALF OF WOMEN'S RIGHTS, ON BEHALF OF THE RIGHTS OF THE"
534,117,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/534/end/651,"AMENDMENT WHICH IS UNDER ABSOLUTE SIEGE. I BELIEVE AS MY OPPONENT SHOULD WIN THIS RACE, WHICH DON'T THINK WILL HAPPEN, WE WILL HAVE A 2nd AMENDMENT WHICH WILL BE VERY, VERY SMALL REPLICA OF WHAT IT IS RIGHT NOW. BUT I FEEL THAT IT'S ABSOLUTELY IMPORTANT THAT WE UPHOLD BECAUSE OF THE FACT THAT IT IS UNDER SUCH TRAUMA, I FEEL THAT THE JUSTICES THAT I AM GOING TO APPOINT, THAT I NAMED 20 OF THEM, THE JUSTICES THAT I'M GOING TO APPOINT WILL BE PRO RIGHTS, THEY WILL HAVE CONSERVATIVE BENT, THEY WILL BE PROTECTING THE 2nd AMENDMENT, THEY ARE GREAT SCHOLARS IN ALL CASES AND THEY ARE PEOPLE OF TREMENDOUS RESPECT. THEY WILL INTERPRET THE CONSTITUTION THE WAY THE FOUNDERS WANTED IT INTERPRETED. I BELIEVE THAT'S VERY, VERY IMPORTANT. I DON'T THINK WE SHOULD HAVE JUSTICES APPOINTED THAT DECIDE WHAT THEY WANT TO HEAR. IT'S ALL ABOUT THE CONSTITUTION OF -- SO IMPORTANT, THE MEANT TO BE. AND THOSE ARE THE PEOPLE THAT I WILL APPOINT. >> MR. TRUMP, THANK YOU. NOW HAVE ABOUT TEN MINUTES FOR OPEN DISCUSSION, I WANT TO FOCUS ON TWO ISSUES THAT IN FACT BY THE JUSTICES THAT YOU NAMED COEND D UP CHANGING THE EXISTING LAW OF THE LAND. FIRST, IS ONE THAT YOU MENTIONED, MR. TRUMP, THAT IS GUNS. SECRETARY CLINTON YOU SAID LAST YEAR, LET ME QUOTE, THE SUPREME COURT IS WRONG ON THE 2nd AMENDMENT NOW IN FACT IN THE 2 THERE IS A CONSTITUTIONAL RIGHT TO BEAR ARMS, BUT A RIGHT THAT IS REASONABLY LIMITED. THOSE WERE THE WORDS OF THE JUDGE ANTONIN SCALIA, WHAT'S WRONG WITH THAT? >> WELL, FIRST OF ALL I SUPPORT THE 2nd AMENDMENT. I LIVED IN ARKANSAS FOR 18 WONDERFUL YEARS, I REPRESENTED"
826,188,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/826/end/1014,"AGAINST ME. I REGRET THAT BECAUSE WHAT I WOULD LIKE TO SEE FOR PEOPLE TO COME TOGETHER AND SAY, OF COURSE, WE'RE GOING TO PROTECT AND DEFEND THE 2nd AMENDMENT. BUT WE'RE GOING TO DO IT IN A WAY THAT TRIES TO SAVE SOME OF THESE 43,000 LIVES THAT WE LOSE >> LET ME BRING MR. TRUMP BACK IN, BECAUSE IN FACT, YOU OPPOSED ANY LIMITS ON ASSAULT WEAPONS, ANY LIMITS ON HIGH CAPACITY MAGAZINES, YOU SUPPORT A NATIONAL RIGHT TO CARRY LAW. WHY, SIR? >>  LET ME JUST TELL YOU BEFORE WE GO ANY FURTHER IN CHICAGO, WHICH HAS THE TOUGHEST GUN LAWS IN THE UNITED STATES, PROBABLY YOU COULD SAY BY FAR, THEY HAVE MORE GUN VIOLENCE THAN ANY OTHER CITY. SO, WE HAVE THE TOUGHEST LAWS AND YOU HAVE TREMENDOUS GUN VIOLENCE. I AM A VERY STRONG SUPPORTER OF THE 2nd AMENDMENT, I DON'T KNOW IF HILLARY WAS SAYING IT IN SARCASTIC MANNER BUT I'M PROUD TO HAVE THE ENDORSEMENT OF THE NRA IS EARLIEST ENDORSEMENT IF HE OF THIS EVER GIVEN ANYBODY WHO RAN FOR PRESIDENT. I'M VERY HONORED BY ALL OF THAT. WE ARE GOING TO APPOINT JUSTICES, THIS IS THE BEST WAY TO HELP THE 2nd AMENDMENT, WE ARE GOING TO APPOINT JUSTICES THAT WILL FEEL VERY STRONGLY ABOUT THE 2nd AMENDMENT, THAT WILL NOT DO DAMAGE TO THE 2nd AMOUNTMENT. >> LET'S PICK UP ON ANOTHER ISSUE WHICH DIVIDES YOU. THE JUSTICE, IS THAT WHOEVER ENDS UP WINNING THAT ELECTION COULD HAVE DRAMATIC AFFECT THERE THAT'S THE ISSUE OF ABORTION. MR. TRUMP, YOU'RE PRO LIFE. I WOULDN'T ASK YOU SPECIFICALLY, DO YOU WANT THE COURT, INCLUDING THE JUSTICES THAT YOU WILL NAME, TO OVERTURN ROE V. WADE WHICH INCLUDES, IN FACT STATES, A WOMAN'S RIGHT TO ABORTION. BECAUSE I AM PRO LIFE I WILL BE APPOINTING PRO LIFE JUDGES I WOULD THINK THAT WILL GO BACK TO THE INDIVIDUAL STATES. >> I'M ASKING YOU SPECIFICALLY -- >> IF THEY OVERTURN IT WILL GO BACK TO THE STATES. >> WHAT I'M ASKING YOU, DO YOU WANT TO SEE THE COURT OVERTURN, YOU JUST SAID YOU WANT TO SEE THE COURT PROTECT THE 2nd AMENDMENT, DO YOU WANT TO SEE THE COURT OVERTURN -- >> IF WE PUT ANOTHER TWO OR PERHAPS THREE JUSTICES ON THAT'S REALLY WHAT IS GOING -- THAT'S WHAT WILL HAPPEN. THAT WILL HAPPEN AUTOMATICALLY IN MY OPINION BECAUSE I AM PUTTING PRO LIFE JUSTICES ON THE TO THE STATES AND THE STATES WILL MAKE A DETERMINATION. >> SECRETARY CLINTON? >> I STRONGLY SUPPORT ROE V. WADE WHICH GUARANTEES A CONSTITUTIONAL RIGHT TO A WOMAN TO MAKE THE MOST INTIMATE, MOST DIFFICULT IN MANY CASES DECISIONS ABOUT HER HEALTH CARE THAT ONE CAN IMAGINE. AND IN THIS CASE IT'S NOT ONLY ABOUT ROE V. WADE, IT IS ABOUT WHAT'S HAPPENING RIGHT NOW IN AMERICA. SO MANY STATES ARE PUTTING VERY STRINGENT REGULATIONS ON WOMEN, BUT BLOCK THEM FROM EXERCISING THAT CHOICE, TO THE EXTENT THAT THEY ARE DEFUNDING PLANNED PARENTHOOD, WHICH OF COURSE PROVIDES ALL KINDS OF CANCER SCREENINGS AND OTHER BENEFITS FOR WOMEN IN OUR COUNTRY. DONALD HALLS SAID HE'S IN FAVOR OF DEFUNDING PLANNED PARENTHOOD EVEN SUPPORTED SHUTTING THE GOVERNMENT DOWN TO DEFUND"
1014,21,2,"CNNW_20161020_023000_Debate_Night_in_America, FBC_20161020_040000_3rd_Presidential_Debate",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1014/end/1035,"PLANNED PARENTHOOD. I WILL DEFEND PLANNED PARENTHOOD. DEFEND WOMEN'S RIGHTS TO MAKE THEIR OWN HEALTHCARE DECISIONS. WE HAVE COME TOO FAR TO HAVE THAT TURNED BACK NOW. INDEED HE SAID WOMEN SHOULD BE PUNISHED, THAT THERE SHOULD BE SOME FORM OF PUNISHMENT FOR WOMEN WHO OBTAIN ADORESS I COULD"
1035,45,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1035/end/1080,"WOMEN WHO OBTAIN ADORESS I COULD JUST NOT BE MORE OPPOSED. >> I'M GOING TO GIVE YOU CHANCE TO RESPOND I WANT TO ASK YOU SECRETARY CLINTON EXPLORE HOW FAR YOU BELIEVE THE RIGHT TO ABORTION GOES. YOU HAVE BEEN QUOTED AS SAYING, THAT THE PEOPLE HAVE NO CONSTITUTIONAL RIGHTS, YOU ALSO QUOTED AGAINST A BAN ON LATE-TERM PARTIAL BIRTH ABORTIONS. WHY? >> BECAUSE, ROE V. WADE VERY CLEARLY SETS OUT THAT THERE CAN BE REGULATIONS ON ABORTION SO LONG AS THE LIFE AND THE HEALTH OF THE MOTHER ARE TAKEN INTO ACCOUNT. AND WHEN I VOTED, AS A SENATOR, I DID NOT THINK THAT THAT WAS THE CASE."
1093,26,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1093/end/1119,"THE WORST NEWS ONE COULD GET, THAT THEIR HEALTH IS IN JEOPARDY IF THEY CONTINUE TO CARRY TO TERM. OR THAT SOMETHING TERRIBLE HAS HAPPENED OR JUST BEEN DISCOVERED ABOUT THE PREGNANCY. I DO NOT THINK UNITED STATES GOVERNMENT SHOULD BE STEPPING IN AND MAKING THOSE MOST PERSONAL OF DECISIONS. SO, YOU CAN REGULATE, IF YOU ARE DOING SO WITH THE LIFE AND THE HEALTH OF THE MOTHER TAKEN INTO"
1119,29,2,"FBC_20161020_040000_3rd_Presidential_Debate, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1119/end/1148,"HEALTH OF THE MOTHER TAKEN INTO ACCOUNT. >> MR. TRUMP, YOUR REACTION, PARTICULARLY ON THIS ISSUE OF LATE-TERM PER SHALL BIRTH -- >> I THINK IT'S TERRIBLE IF YOU GO WITH WHAT HILLARY IS SAYING IN THE 9th MONTH YOU CAN TAKE THE BABY AND RIP THE BABY OUT OF THE WOMB OF THE MOTHER JUST PRIOR TO THE BIRTH OF THE BABY. NOW, YOU CAN SAY THAT THAS THAT'S OKAY. BUT IT'S NOT OKAY WITH ME. BECAUSE BASED ON WHAT SHE IS SAYING BASED ON WHERE SHE'S GOING AND WHERE SHE'S BEEN, YOU"
1148,60,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1148/end/1208,"CAN TAKE THE BABY AND RIP THE BABY OUT OF THE WOMB. IN THE 9th MONTH. ON THE FINAL DAY. THAT'S NOT ACCEPTABLE. >> THAT IS NOT WHAT HAPPENS IN THESE CASES. USING THAT KIND OF SCARE RHETORIC IS JUST TERRIBLY UNFORTUNATE. YOU SHOULD MEET WITH SOME OF THE WOMEN THAT I'VE MET WITH. WOMEN I'VE KNOWN OVER THE COURSE OF MY LIFE. THIS IS ONE OF THE WORST POSSIBLE CHOICES THAT ANY WOMAN AND HER FAMILY HAS TO MAKE. AND I DO NOT BELIEVE THE GOVERNMENT SHOULD BE MAKING IT. I'VE HAD THE GREAT HONOR OF TRAVELING ACROSS THE WORLD ON BEHALF OF OUR COUNTRY, I'VE BEEN TO COUNTRIES WHERE GOVERNMENT HAVE EITHER FORCED WOMEN TO HAVE ABORTIONS LIKE THEY USED TO DO IN CHINA OR FORCED WOMEN TO BEAR CHILDREN LIKE THEY USED TO DO IN ROMANIA. I CAN TELL YOU THE GOVERNMENT HAS NO BUSINESS IN THAT DECISION TH FAMILIES IN ACCORDANCE WITH THEIR FAITH, WITH MEDICAL ADVICE AND I WILL STAND UP FOR THAT RIGHT. >> ALL RIGHT. JUST BRIEFLY I'M GOING TO MOVE"
1359,8,1,CNNW_20161020_023000_Debate_Night_in_America,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1359/end/1367,"BAD, BAD PEOPLE IN THIS COUNTRY THAT HAVE TO GO OUT. WE'RE GOING TO GET THEM OUT, WE'RE GOING TO SECURITY BORDER AND ONCE THE BORDER IS SECURED AT A LATER DATE MAKE"
1428,48,1,FBC_20161020_040000_3rd_Presidential_Debate,https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1428/end/1476,"A MASSIVE LAW ENFORCEMENT PRESENCE. WHERE LAW ENFORCEMENT OFFICERS WOULD BE GOING SCHOOL TO SCHOOL, HOME TO HOME, BUSINESS TO BUSINESS, ROUNDING UP PEOPLE WHO AND WE WOULD THEN HAVE TO PUT THEM ON TRAINS, ON BUSES, TO GET THEM OUT OF OUR COUNTRY. I THINK THAT IS AN IDEA THAT IS NOT IN KEEPING WITH WHO WE ARE AS A NATION. I THINK IT'S AN IDEA THAT WOULD RIP OUR COUNTRY APART. I HAVE BEEN FOR BORDER SECURITY FOR YEARS. I VOTED FOR BORDER SECURITY IN THE UNITED STATES SENATE. AND MY COMPREHENSIVE IMMIGRATION REFORM PLAN, OF COURSE INCLUDES BORDER SECURITY. BUT I WANT TO PUT OUR RESOURCES WHERE I THINK THEY ARE MOST NEEDED. GETTING RID OF ANY VIOLENT PERSON, ANYBODY WHO SHOULD BE"
